nohup: ignoring input
Epoch 1 Step 100: loss=5.8381, tf_ratio=1.000
Epoch 1 Step 11200: loss=3.5813, tf_ratio=1.000
Epoch 1 Step 11300: loss=3.9328, tf_ratio=1.000
Epoch 1 Step 11400: loss=3.2644, tf_ratio=1.000
Epoch 1 Step 11500: loss=3.7322, tf_ratio=1.000
Epoch 1 Step 11600: loss=3.6891, tf_ratio=1.000
Epoch 1 Step 11700: loss=3.5785, tf_ratio=1.000
Epoch 1 Step 11800: loss=3.5731, tf_ratio=1.000
Epoch 1 Step 11900: loss=4.0025, tf_ratio=1.000
Epoch 1 Step 12000: loss=3.6298, tf_ratio=1.000
Epoch 1 Step 12100: loss=3.6248, tf_ratio=1.000
Epoch 1 Step 12200: loss=3.3049, tf_ratio=1.000
Epoch 1 Step 12300: loss=3.6541, tf_ratio=1.000
Epoch 1 Step 12400: loss=4.0269, tf_ratio=1.000
Epoch 1 Step 12500: loss=3.5028, tf_ratio=1.000
Epoch 1 Step 12600: loss=3.1786, tf_ratio=1.000
Epoch 1 Step 12700: loss=3.7351, tf_ratio=1.000
Epoch 1 Step 12800: loss=3.7192, tf_ratio=1.000
Epoch 1 Step 12900: loss=3.6631, tf_ratio=1.000
Epoch 1 Step 13000: loss=3.6073, tf_ratio=1.000
Epoch 1 Step 13100: loss=3.6444, tf_ratio=1.000
Epoch 1 Step 13200: loss=2.8876, tf_ratio=1.000
Epoch 1 Step 13300: loss=3.2928, tf_ratio=1.000
Epoch 1 Step 13400: loss=3.5166, tf_ratio=1.000
Epoch 1 Step 13500: loss=3.6161, tf_ratio=1.000
Epoch 1 Step 13600: loss=3.3830, tf_ratio=1.000
Epoch 1 Step 13700: loss=3.9568, tf_ratio=1.000
Epoch 1 Step 13800: loss=4.0041, tf_ratio=1.000
Epoch 1 Step 13900: loss=3.5434, tf_ratio=1.000
Epoch 1 Step 14000: loss=3.4924, tf_ratio=1.000
Epoch 1 Step 14100: loss=3.5448, tf_ratio=1.000
Epoch 1 Step 14200: loss=3.5416, tf_ratio=1.000
Epoch 1 Step 14300: loss=3.9397, tf_ratio=1.000
Epoch 1 Step 14400: loss=3.2149, tf_ratio=1.000
Epoch 1 Step 14500: loss=3.5108, tf_ratio=1.000
Epoch 1 Step 14600: loss=3.5298, tf_ratio=1.000
Epoch 1 Step 14700: loss=3.0811, tf_ratio=1.000
Epoch 1 Step 14800: loss=3.5656, tf_ratio=1.000
Epoch 1 Step 14900: loss=3.4869, tf_ratio=1.000
Epoch 1 Step 15000: loss=3.6087, tf_ratio=1.000
Epoch 1 Step 15100: loss=3.0748, tf_ratio=1.000
Epoch 1 Step 15200: loss=3.5930, tf_ratio=1.000
Epoch 1 Step 15300: loss=3.4100, tf_ratio=1.000
Epoch 1 Step 15400: loss=2.9400, tf_ratio=1.000
Epoch 1 Step 15500: loss=3.6625, tf_ratio=1.000
Epoch 1 Step 15600: loss=3.6409, tf_ratio=1.000
Epoch 1 Step 15700: loss=3.4058, tf_ratio=1.000
Epoch 1 Step 15800: loss=4.4599, tf_ratio=1.000
Epoch 1 Step 15900: loss=3.1726, tf_ratio=1.000
Epoch 1 Step 16000: loss=3.7000, tf_ratio=1.000
Epoch 1 Step 16100: loss=3.6586, tf_ratio=1.000
Epoch 1 Step 16200: loss=3.8663, tf_ratio=1.000
Epoch 1 Step 16300: loss=3.1299, tf_ratio=1.000
Epoch 1 Step 16400: loss=3.7146, tf_ratio=1.000
Epoch 1 Step 16500: loss=3.6348, tf_ratio=1.000
Epoch 1 Step 16600: loss=3.9559, tf_ratio=1.000
Epoch 1 Step 16700: loss=3.6903, tf_ratio=1.000
Epoch 1 Step 16800: loss=3.1004, tf_ratio=1.000
Epoch 1 Step 16900: loss=3.5451, tf_ratio=1.000
Epoch 1 Step 17000: loss=3.4589, tf_ratio=1.000
Epoch 1 Step 17100: loss=3.5794, tf_ratio=1.000
Epoch 1 Step 17200: loss=3.5512, tf_ratio=1.000
Epoch 1 Step 17300: loss=3.4721, tf_ratio=1.000
Epoch 1 Step 17400: loss=3.8024, tf_ratio=1.000
Epoch 1 Step 17500: loss=3.4470, tf_ratio=1.000
Epoch 1 Step 17600: loss=3.2448, tf_ratio=1.000
Epoch 1 Step 17700: loss=3.7686, tf_ratio=1.000
Epoch 1 Step 17800: loss=3.6545, tf_ratio=1.000
Epoch 1 Step 17900: loss=3.9522, tf_ratio=1.000
Epoch 1 Step 18000: loss=3.4525, tf_ratio=1.000
Epoch 1 Step 18100: loss=3.7646, tf_ratio=1.000
Epoch 1 Step 18200: loss=3.9952, tf_ratio=1.000
Epoch 1 Step 18300: loss=3.1058, tf_ratio=1.000
Epoch 1 Step 18400: loss=4.1992, tf_ratio=1.000
Epoch 1 Step 18500: loss=3.2842, tf_ratio=1.000
Epoch 1 Step 18600: loss=3.2715, tf_ratio=1.000
Epoch 1 Step 18700: loss=3.1536, tf_ratio=1.000
Epoch 1 Step 18800: loss=4.1585, tf_ratio=1.000
Epoch 1 Step 18900: loss=3.1621, tf_ratio=1.000
Epoch 1 Step 19000: loss=3.7152, tf_ratio=1.000
Epoch 1 Step 19100: loss=3.7266, tf_ratio=1.000
Epoch 1 Step 19200: loss=3.2979, tf_ratio=1.000
Epoch 1 Step 19300: loss=3.3805, tf_ratio=1.000
Epoch 1 Step 19400: loss=2.9854, tf_ratio=1.000
Epoch 1 Step 19500: loss=3.5857, tf_ratio=1.000
Epoch 1 Step 19600: loss=3.3089, tf_ratio=1.000
Epoch 1 Step 19700: loss=3.2310, tf_ratio=1.000
Epoch 1 Step 19800: loss=3.5044, tf_ratio=1.000
Epoch 1 Step 19900: loss=3.9901, tf_ratio=1.000
Epoch 1 Step 20000: loss=3.7700, tf_ratio=1.000
Epoch 1 Step 20100: loss=3.6732, tf_ratio=1.000
Epoch 1 Step 20200: loss=3.3495, tf_ratio=1.000
Epoch 1 Step 20300: loss=3.6076, tf_ratio=1.000
Epoch 1 Step 20400: loss=3.8522, tf_ratio=1.000
Epoch 1 Step 20500: loss=3.4840, tf_ratio=1.000
Epoch 1 Step 20600: loss=3.6652, tf_ratio=1.000
Epoch 1 Step 20700: loss=3.7612, tf_ratio=1.000
Epoch 1 Step 20800: loss=3.6678, tf_ratio=1.000
Epoch 1 Step 20900: loss=3.1745, tf_ratio=1.000
Epoch 1 Step 21000: loss=3.5083, tf_ratio=1.000
Epoch 1 Step 21100: loss=3.8197, tf_ratio=1.000
Epoch 1 Step 21200: loss=3.2780, tf_ratio=1.000
Epoch 1 Step 21300: loss=3.0990, tf_ratio=1.000
Epoch 1 Step 21400: loss=3.4595, tf_ratio=1.000
Epoch 1 Step 21500: loss=3.1869, tf_ratio=1.000
Epoch 1 Step 21600: loss=3.0738, tf_ratio=1.000
Epoch 1 Step 21700: loss=3.7173, tf_ratio=1.000
Epoch 1 Step 21800: loss=3.5611, tf_ratio=1.000
Epoch 1 Step 21900: loss=3.1499, tf_ratio=1.000
Epoch 1 Step 22000: loss=3.5531, tf_ratio=1.000
Epoch 1 Step 22100: loss=3.9951, tf_ratio=1.000
Epoch 1 Step 22200: loss=3.3454, tf_ratio=1.000
Epoch 1 Step 22300: loss=3.5583, tf_ratio=1.000
Epoch 1 Step 22400: loss=3.5777, tf_ratio=1.000
Epoch 1 Step 22500: loss=3.5382, tf_ratio=1.000
Epoch 1 Step 22600: loss=3.6710, tf_ratio=1.000
Epoch 1 Step 22700: loss=3.5280, tf_ratio=1.000
Epoch 1 Step 22800: loss=3.3973, tf_ratio=1.000
Epoch 1 Step 22900: loss=3.4839, tf_ratio=1.000
Epoch 1 Step 23000: loss=3.9266, tf_ratio=1.000
Epoch 1 Step 23100: loss=3.3632, tf_ratio=1.000
Epoch 1 Step 23200: loss=3.4918, tf_ratio=1.000
Epoch 1 Step 23300: loss=3.5030, tf_ratio=1.000
Epoch 1 Step 23400: loss=3.5033, tf_ratio=1.000
Epoch 1 Step 23500: loss=3.4565, tf_ratio=1.000
Epoch 1 Step 23600: loss=3.6617, tf_ratio=1.000
Epoch 1 Step 23700: loss=3.3589, tf_ratio=1.000
Epoch 1 Step 23800: loss=3.1779, tf_ratio=1.000
Epoch 1 Step 23900: loss=2.9580, tf_ratio=1.000
Epoch 1 Step 24000: loss=3.2430, tf_ratio=1.000
Epoch 1 Step 24100: loss=3.5913, tf_ratio=1.000
Epoch 1 Step 24200: loss=2.9320, tf_ratio=1.000
Epoch 1 Step 24300: loss=3.9990, tf_ratio=1.000
Epoch 1 Step 24400: loss=3.3339, tf_ratio=1.000
Epoch 1 Step 24500: loss=3.1705, tf_ratio=1.000
Epoch 1 Step 24600: loss=3.2161, tf_ratio=1.000
Epoch 1 Step 24700: loss=3.3634, tf_ratio=1.000
Epoch 1 Step 24800: loss=3.5815, tf_ratio=1.000
Epoch 1 Step 24900: loss=3.4905, tf_ratio=1.000
Epoch 1 Step 25000: loss=3.5355, tf_ratio=1.000
Epoch 1 Step 25100: loss=3.0771, tf_ratio=1.000
Epoch 1 Step 25200: loss=3.1307, tf_ratio=1.000
Epoch 1 Step 25300: loss=3.4896, tf_ratio=1.000
Epoch 1 Step 25400: loss=3.5079, tf_ratio=1.000
Epoch 1 Step 25500: loss=3.5034, tf_ratio=1.000
Epoch 1 Step 25600: loss=3.5161, tf_ratio=1.000
Epoch 1 Step 25700: loss=3.3394, tf_ratio=1.000
Epoch 1 Step 25800: loss=3.9723, tf_ratio=1.000
Epoch 1 Step 25900: loss=3.8169, tf_ratio=1.000
Epoch 1 Step 26000: loss=3.1698, tf_ratio=1.000
Epoch 1 Step 26100: loss=3.4712, tf_ratio=1.000
Epoch 1 Step 26200: loss=3.5169, tf_ratio=1.000
Epoch 1 Step 26300: loss=3.1289, tf_ratio=1.000
Epoch 1 Step 26400: loss=3.4485, tf_ratio=1.000
Epoch 1 Step 26500: loss=3.2894, tf_ratio=1.000
Epoch 1 Step 26600: loss=3.3796, tf_ratio=1.000
Epoch 1 Step 26700: loss=3.3196, tf_ratio=1.000
Epoch 1 Step 26800: loss=3.6670, tf_ratio=1.000
Epoch 1 Step 26900: loss=3.5265, tf_ratio=1.000
Epoch 1 Step 27000: loss=3.0132, tf_ratio=1.000
Epoch 1 Step 27100: loss=3.0427, tf_ratio=1.000
Epoch 1 Step 27200: loss=3.2962, tf_ratio=1.000
Epoch 1 Step 27300: loss=3.5434, tf_ratio=1.000
Epoch 1 Step 27400: loss=3.2625, tf_ratio=1.000
Epoch 1 Step 27500: loss=3.3378, tf_ratio=1.000
Epoch 1 Step 27600: loss=3.4855, tf_ratio=1.000
Epoch 1 Step 27700: loss=3.3043, tf_ratio=1.000
Epoch 1 Step 27800: loss=3.1189, tf_ratio=1.000
Epoch 1 Step 27900: loss=3.4982, tf_ratio=1.000
Epoch 1 Step 28000: loss=3.3864, tf_ratio=1.000
Epoch 1 Step 28100: loss=2.9917, tf_ratio=1.000
Epoch 1 Step 28200: loss=3.0591, tf_ratio=1.000
Epoch 1 Step 28300: loss=3.5421, tf_ratio=1.000
Epoch 1 Step 28400: loss=3.5456, tf_ratio=1.000
Epoch 1 Step 28500: loss=3.4633, tf_ratio=1.000
Epoch 1 Step 28600: loss=3.6695, tf_ratio=1.000
Epoch 1 Step 28700: loss=3.7380, tf_ratio=1.000
Epoch 1 Step 28800: loss=3.5703, tf_ratio=1.000
Epoch 1 Step 28900: loss=3.7085, tf_ratio=1.000
Epoch 1 Step 29000: loss=3.3332, tf_ratio=1.000
Epoch 1 Step 29100: loss=3.9845, tf_ratio=1.000
Epoch 1 Step 29200: loss=3.3164, tf_ratio=1.000
Epoch 1 Step 29300: loss=3.1163, tf_ratio=1.000
Epoch 1 Step 29400: loss=3.0919, tf_ratio=1.000
Epoch 1 Step 29500: loss=3.5269, tf_ratio=1.000
Epoch 1 Step 29600: loss=3.1536, tf_ratio=1.000
Epoch 1 Step 29700: loss=3.1819, tf_ratio=1.000
Epoch 1 Step 29800: loss=3.1696, tf_ratio=1.000
Epoch 1 Step 29900: loss=3.3968, tf_ratio=1.000
Epoch 1 Step 30000: loss=3.4880, tf_ratio=1.000
Epoch 1 Step 30100: loss=3.3731, tf_ratio=1.000
Epoch 1 Step 30200: loss=3.0933, tf_ratio=1.000
Epoch 1 Step 30300: loss=3.3909, tf_ratio=1.000
Epoch 1 Step 30400: loss=4.0243, tf_ratio=1.000
Epoch 1 Step 30500: loss=3.2587, tf_ratio=1.000
Epoch 1 Step 30600: loss=3.1793, tf_ratio=1.000
Epoch 1 Step 30700: loss=3.9304, tf_ratio=1.000
Epoch 1 Step 30800: loss=3.0385, tf_ratio=1.000
Epoch 1 Step 30900: loss=3.7453, tf_ratio=1.000
Epoch 1 Step 31000: loss=3.1954, tf_ratio=1.000
Epoch 1 Step 31100: loss=3.5675, tf_ratio=1.000
Epoch 1 Step 31200: loss=3.1787, tf_ratio=1.000
Epoch 1 Step 31300: loss=3.8692, tf_ratio=1.000
Epoch 1 Step 31400: loss=3.3291, tf_ratio=1.000
Epoch 1 Step 31500: loss=3.5942, tf_ratio=1.000
Epoch 1 Step 31600: loss=3.6058, tf_ratio=1.000
Epoch 1 Step 31700: loss=3.4642, tf_ratio=1.000
Epoch 1 Step 31800: loss=3.2767, tf_ratio=1.000
Epoch 1 Step 31900: loss=2.9118, tf_ratio=1.000
Epoch 1 Step 32000: loss=3.1936, tf_ratio=1.000
Epoch 1 Step 32100: loss=3.4609, tf_ratio=1.000
Epoch 1 Step 32200: loss=3.3869, tf_ratio=1.000
Epoch 1 Step 32300: loss=2.7677, tf_ratio=1.000
Epoch 1 Step 32400: loss=3.3458, tf_ratio=1.000
Epoch 1 Step 32500: loss=3.1538, tf_ratio=1.000
Epoch 1 Step 32600: loss=4.2073, tf_ratio=1.000
Epoch 1 Step 32700: loss=3.2997, tf_ratio=1.000
Epoch 1 Step 32800: loss=2.8706, tf_ratio=1.000
Epoch 1 Step 32900: loss=3.5470, tf_ratio=1.000
Epoch 1 Step 33000: loss=3.8288, tf_ratio=1.000
Epoch 1 Step 33100: loss=2.8084, tf_ratio=1.000
Epoch 1 Step 33200: loss=3.5912, tf_ratio=1.000
Epoch 1 Step 33300: loss=2.8996, tf_ratio=1.000
Epoch 1 Step 33400: loss=3.4396, tf_ratio=1.000
Epoch 1 Step 33500: loss=3.4510, tf_ratio=1.000
Epoch 1 Step 33600: loss=3.5446, tf_ratio=1.000
Epoch 1 Step 33700: loss=3.4178, tf_ratio=1.000
Epoch 1 Step 33800: loss=3.7727, tf_ratio=1.000
Epoch 1 Step 33900: loss=2.9611, tf_ratio=1.000
Epoch 1 Step 34000: loss=3.5036, tf_ratio=1.000
Epoch 1 Step 34100: loss=3.0306, tf_ratio=1.000
Epoch 1 Step 34200: loss=2.9970, tf_ratio=1.000
Epoch 1 Step 34300: loss=2.9709, tf_ratio=1.000
Epoch 1 Step 34400: loss=3.4835, tf_ratio=1.000
Epoch 1 Step 34500: loss=3.4598, tf_ratio=1.000
Epoch 1 Step 34600: loss=3.4075, tf_ratio=1.000
Epoch 1 Step 34700: loss=2.9046, tf_ratio=1.000
Epoch 1 Step 34800: loss=3.3262, tf_ratio=1.000
Epoch 1 Step 34900: loss=3.1082, tf_ratio=1.000
Epoch 1 Step 35000: loss=3.1572, tf_ratio=1.000
Epoch 1 Step 35100: loss=2.9435, tf_ratio=1.000
Epoch 1 Step 35200: loss=2.9431, tf_ratio=1.000
Epoch 1 Step 35300: loss=2.8338, tf_ratio=1.000
Epoch 1 Step 35400: loss=3.5242, tf_ratio=1.000
Epoch 1 Step 35500: loss=3.6322, tf_ratio=1.000
Epoch 1 Step 35600: loss=3.3970, tf_ratio=1.000
Epoch 1 Step 35700: loss=3.8693, tf_ratio=1.000
Epoch 1 Step 35800: loss=3.3211, tf_ratio=1.000
Epoch 1 Step 35900: loss=3.0667, tf_ratio=1.000
Epoch 1 Step 36000: loss=3.0939, tf_ratio=1.000
Epoch 1 Step 36100: loss=3.1568, tf_ratio=1.000
Epoch 1 Step 36200: loss=2.7604, tf_ratio=1.000
Epoch 1 Step 36300: loss=3.0954, tf_ratio=1.000
Epoch 1 Step 36400: loss=2.7125, tf_ratio=1.000
Epoch 1 Step 36500: loss=3.3402, tf_ratio=1.000
Epoch 1 Step 36600: loss=3.0319, tf_ratio=1.000
Epoch 1 Step 36700: loss=2.7412, tf_ratio=1.000
Epoch 1 Step 36800: loss=3.0190, tf_ratio=1.000
Epoch 1 Step 36900: loss=3.9012, tf_ratio=1.000
Epoch 1 Step 37000: loss=3.7099, tf_ratio=1.000
[seq2seq] multilingual Epoch 1/30: train_loss=3.6096, val_loss=9.5683
  Saved best model to checkpoints/multilingual.seq2seq.pt
Epoch 2 Step 100: loss=2.9521, tf_ratio=0.983
Epoch 2 Step 200: loss=2.9267, tf_ratio=0.983
Epoch 2 Step 300: loss=3.4408, tf_ratio=0.983
Epoch 2 Step 400: loss=3.4702, tf_ratio=0.983
Epoch 2 Step 500: loss=2.9518, tf_ratio=0.983
Epoch 2 Step 600: loss=3.0092, tf_ratio=0.983
Epoch 2 Step 700: loss=2.8561, tf_ratio=0.983
Epoch 2 Step 800: loss=3.5718, tf_ratio=0.983
Epoch 2 Step 900: loss=3.4499, tf_ratio=0.983
Epoch 2 Step 1000: loss=3.1270, tf_ratio=0.983
Epoch 2 Step 1100: loss=3.0165, tf_ratio=0.983
Epoch 2 Step 1200: loss=3.5529, tf_ratio=0.983
Epoch 2 Step 1300: loss=2.9205, tf_ratio=0.983
Epoch 2 Step 1400: loss=3.4103, tf_ratio=0.983
Epoch 2 Step 1500: loss=3.7187, tf_ratio=0.983
Epoch 2 Step 1600: loss=3.3339, tf_ratio=0.983
Epoch 2 Step 1700: loss=3.1347, tf_ratio=0.983
Epoch 2 Step 1800: loss=3.3108, tf_ratio=0.983
Epoch 2 Step 1900: loss=3.4413, tf_ratio=0.983
Epoch 2 Step 2000: loss=3.1550, tf_ratio=0.983
Epoch 2 Step 2100: loss=3.2410, tf_ratio=0.983
Epoch 2 Step 2200: loss=3.4012, tf_ratio=0.983
Epoch 2 Step 2300: loss=3.2421, tf_ratio=0.983
Epoch 2 Step 2400: loss=3.1487, tf_ratio=0.983
Epoch 2 Step 2500: loss=2.8454, tf_ratio=0.983
Epoch 2 Step 2600: loss=2.4790, tf_ratio=0.983
Epoch 2 Step 2700: loss=3.3613, tf_ratio=0.983
Epoch 2 Step 2800: loss=3.3314, tf_ratio=0.983
Epoch 2 Step 2900: loss=2.8690, tf_ratio=0.983
Epoch 2 Step 3000: loss=2.6721, tf_ratio=0.983
Epoch 2 Step 3100: loss=3.2863, tf_ratio=0.983
Epoch 2 Step 3200: loss=3.2787, tf_ratio=0.983
Epoch 2 Step 3300: loss=3.3895, tf_ratio=0.983
Epoch 2 Step 3400: loss=3.4054, tf_ratio=0.983
Epoch 2 Step 3500: loss=3.0573, tf_ratio=0.983
Epoch 2 Step 3600: loss=3.8115, tf_ratio=0.983
Epoch 2 Step 3700: loss=3.0081, tf_ratio=0.983
Epoch 2 Step 3800: loss=3.1447, tf_ratio=0.983
Epoch 2 Step 3900: loss=3.1557, tf_ratio=0.983
Epoch 2 Step 4000: loss=3.3924, tf_ratio=0.983
Epoch 2 Step 4100: loss=3.4858, tf_ratio=0.983
Epoch 2 Step 4200: loss=3.1473, tf_ratio=0.983
Epoch 2 Step 4300: loss=3.3930, tf_ratio=0.983
Epoch 2 Step 4400: loss=3.3487, tf_ratio=0.983
Epoch 2 Step 4500: loss=2.7230, tf_ratio=0.983
Epoch 2 Step 4600: loss=3.2817, tf_ratio=0.983
Epoch 2 Step 4700: loss=3.1145, tf_ratio=0.983
Epoch 2 Step 4800: loss=3.2101, tf_ratio=0.983
Epoch 2 Step 4900: loss=3.1695, tf_ratio=0.983
Epoch 2 Step 5000: loss=3.3686, tf_ratio=0.983
Epoch 2 Step 5100: loss=2.9083, tf_ratio=0.983
Epoch 2 Step 5200: loss=2.8323, tf_ratio=0.983
Epoch 2 Step 5300: loss=3.2137, tf_ratio=0.983
Epoch 2 Step 5400: loss=3.2405, tf_ratio=0.983
Epoch 2 Step 5500: loss=3.3114, tf_ratio=0.983
Epoch 2 Step 5600: loss=3.4345, tf_ratio=0.983
Epoch 2 Step 5700: loss=3.4074, tf_ratio=0.983
Epoch 2 Step 5800: loss=3.4893, tf_ratio=0.983
Epoch 2 Step 5900: loss=3.5880, tf_ratio=0.983
Epoch 2 Step 6000: loss=3.6166, tf_ratio=0.983
Epoch 2 Step 6100: loss=3.3448, tf_ratio=0.983
Epoch 2 Step 6200: loss=3.2570, tf_ratio=0.983
Epoch 2 Step 6300: loss=3.0574, tf_ratio=0.983
Epoch 2 Step 6400: loss=3.4479, tf_ratio=0.983
