nohup: ignoring input
/home/ljb/miniconda3/envs/myenv/lib/python3.12/site-packages/torch/nn/functional.py:5849: UserWarning: Support for mismatched key_padding_mask and attn_mask is deprecated. Use same type for both instead.
  warnings.warn(
Epoch 1 Step 100: loss=9.1734, tf_ratio=1.000
Epoch 1 Step 5400: loss=5.8988, tf_ratio=1.000
Epoch 1 Step 5500: loss=5.8775, tf_ratio=1.000
Epoch 1 Step 5600: loss=5.6207, tf_ratio=1.000
Epoch 1 Step 5700: loss=5.7574, tf_ratio=1.000
Epoch 1 Step 5800: loss=6.3963, tf_ratio=1.000
Epoch 1 Step 5900: loss=6.0263, tf_ratio=1.000
Epoch 1 Step 6000: loss=5.9926, tf_ratio=1.000
Epoch 1 Step 6100: loss=5.6525, tf_ratio=1.000
Epoch 1 Step 6200: loss=6.0990, tf_ratio=1.000
Epoch 1 Step 6300: loss=5.5458, tf_ratio=1.000
Epoch 1 Step 6400: loss=5.3459, tf_ratio=1.000
Epoch 1 Step 6500: loss=6.4382, tf_ratio=1.000
Epoch 1 Step 6600: loss=5.4581, tf_ratio=1.000
Epoch 1 Step 6700: loss=6.0944, tf_ratio=1.000
Epoch 1 Step 6800: loss=6.0874, tf_ratio=1.000
Epoch 1 Step 6900: loss=5.9085, tf_ratio=1.000
Epoch 1 Step 7000: loss=5.6209, tf_ratio=1.000
Epoch 1 Step 7100: loss=5.5939, tf_ratio=1.000
Epoch 1 Step 7200: loss=5.5265, tf_ratio=1.000
Epoch 1 Step 7300: loss=5.9628, tf_ratio=1.000
Epoch 1 Step 7400: loss=6.5510, tf_ratio=1.000
Epoch 1 Step 7500: loss=5.4018, tf_ratio=1.000
Epoch 1 Step 7600: loss=5.4121, tf_ratio=1.000
Epoch 1 Step 7700: loss=5.2935, tf_ratio=1.000
Epoch 1 Step 7800: loss=6.0468, tf_ratio=1.000
Epoch 1 Step 7900: loss=5.1784, tf_ratio=1.000
Epoch 1 Step 8000: loss=5.4229, tf_ratio=1.000
Epoch 1 Step 8100: loss=5.7439, tf_ratio=1.000
Epoch 1 Step 8200: loss=5.4693, tf_ratio=1.000
Epoch 1 Step 8300: loss=5.9888, tf_ratio=1.000
Epoch 1 Step 8400: loss=5.7686, tf_ratio=1.000
Epoch 1 Step 8500: loss=6.3406, tf_ratio=1.000
Epoch 1 Step 8600: loss=5.8740, tf_ratio=1.000
Epoch 1 Step 8700: loss=5.1919, tf_ratio=1.000
Epoch 1 Step 8800: loss=6.1524, tf_ratio=1.000
Epoch 1 Step 8900: loss=5.4019, tf_ratio=1.000
Epoch 1 Step 9000: loss=5.5389, tf_ratio=1.000
Epoch 1 Step 9100: loss=5.7087, tf_ratio=1.000
Epoch 1 Step 9200: loss=6.1760, tf_ratio=1.000
Epoch 1 Step 9300: loss=6.0181, tf_ratio=1.000
Epoch 1 Step 9400: loss=5.9676, tf_ratio=1.000
Epoch 1 Step 9500: loss=6.1264, tf_ratio=1.000
Epoch 1 Step 9600: loss=6.0251, tf_ratio=1.000
Epoch 1 Step 9700: loss=6.5117, tf_ratio=1.000
Epoch 1 Step 9800: loss=5.6252, tf_ratio=1.000
Epoch 1 Step 9900: loss=5.2241, tf_ratio=1.000
Epoch 1 Step 10000: loss=5.4565, tf_ratio=1.000
Epoch 1 Step 10100: loss=5.4827, tf_ratio=1.000
Epoch 1 Step 10200: loss=5.6494, tf_ratio=1.000
Epoch 1 Step 10300: loss=5.2077, tf_ratio=1.000
Epoch 1 Step 10400: loss=5.4073, tf_ratio=1.000
Epoch 1 Step 10500: loss=5.6517, tf_ratio=1.000
Epoch 1 Step 10600: loss=5.5438, tf_ratio=1.000
Epoch 1 Step 10700: loss=6.0531, tf_ratio=1.000
Epoch 1 Step 10800: loss=5.6471, tf_ratio=1.000
Epoch 1 Step 10900: loss=5.6962, tf_ratio=1.000
Epoch 1 Step 11000: loss=5.6935, tf_ratio=1.000
Epoch 1 Step 11100: loss=5.5035, tf_ratio=1.000
Epoch 1 Step 11200: loss=5.1302, tf_ratio=1.000
Epoch 1 Step 11300: loss=5.6005, tf_ratio=1.000
Epoch 1 Step 11400: loss=5.4428, tf_ratio=1.000
Epoch 1 Step 11500: loss=5.7654, tf_ratio=1.000
Epoch 1 Step 11600: loss=5.7508, tf_ratio=1.000
Epoch 1 Step 11700: loss=5.9730, tf_ratio=1.000
Epoch 1 Step 11800: loss=4.8280, tf_ratio=1.000
Epoch 1 Step 11900: loss=5.4699, tf_ratio=1.000
Epoch 1 Step 12000: loss=5.4380, tf_ratio=1.000
Epoch 1 Step 12100: loss=5.8167, tf_ratio=1.000
Epoch 1 Step 12200: loss=6.2987, tf_ratio=1.000
Epoch 1 Step 12300: loss=6.2659, tf_ratio=1.000
Epoch 1 Step 12400: loss=5.9261, tf_ratio=1.000
Epoch 1 Step 12500: loss=5.8668, tf_ratio=1.000
Epoch 1 Step 12600: loss=5.9273, tf_ratio=1.000
Epoch 1 Step 12700: loss=5.7166, tf_ratio=1.000
Epoch 1 Step 12800: loss=5.9419, tf_ratio=1.000
Epoch 1 Step 12900: loss=6.0136, tf_ratio=1.000
Epoch 1 Step 13000: loss=5.4857, tf_ratio=1.000
Epoch 1 Step 13100: loss=6.1494, tf_ratio=1.000
Epoch 1 Step 13200: loss=6.1970, tf_ratio=1.000
Epoch 1 Step 13300: loss=5.9708, tf_ratio=1.000
Epoch 1 Step 13400: loss=5.6610, tf_ratio=1.000
Epoch 1 Step 13500: loss=5.4509, tf_ratio=1.000
Epoch 1 Step 13600: loss=5.8295, tf_ratio=1.000
Epoch 1 Step 13700: loss=5.0488, tf_ratio=1.000
Epoch 1 Step 13800: loss=5.5206, tf_ratio=1.000
Epoch 1 Step 13900: loss=5.8335, tf_ratio=1.000
Epoch 1 Step 14000: loss=5.6988, tf_ratio=1.000
Epoch 1 Step 14100: loss=5.4568, tf_ratio=1.000
Epoch 1 Step 14200: loss=5.8982, tf_ratio=1.000
Epoch 1 Step 14300: loss=5.2965, tf_ratio=1.000
Epoch 1 Step 14400: loss=5.5780, tf_ratio=1.000
Epoch 1 Step 14500: loss=5.4404, tf_ratio=1.000
Epoch 1 Step 14600: loss=5.6064, tf_ratio=1.000
Epoch 1 Step 14700: loss=5.7206, tf_ratio=1.000
Epoch 1 Step 14800: loss=5.4178, tf_ratio=1.000
Epoch 1 Step 14900: loss=5.7052, tf_ratio=1.000
Epoch 1 Step 15000: loss=5.1810, tf_ratio=1.000
Epoch 1 Step 15100: loss=5.7091, tf_ratio=1.000
Epoch 1 Step 15200: loss=5.7070, tf_ratio=1.000
Epoch 1 Step 15300: loss=5.5417, tf_ratio=1.000
Epoch 1 Step 15400: loss=5.7456, tf_ratio=1.000
Epoch 1 Step 15500: loss=5.3244, tf_ratio=1.000
Epoch 1 Step 15600: loss=5.8368, tf_ratio=1.000
Epoch 1 Step 15700: loss=6.0321, tf_ratio=1.000
Epoch 1 Step 15800: loss=5.4488, tf_ratio=1.000
Epoch 1 Step 15900: loss=5.6988, tf_ratio=1.000
Epoch 1 Step 16000: loss=5.5442, tf_ratio=1.000
Epoch 1 Step 16100: loss=5.7655, tf_ratio=1.000
Epoch 1 Step 16200: loss=5.9146, tf_ratio=1.000
Epoch 1 Step 16300: loss=5.2178, tf_ratio=1.000
Epoch 1 Step 16400: loss=6.2166, tf_ratio=1.000
Epoch 1 Step 16500: loss=5.3395, tf_ratio=1.000
Epoch 1 Step 16600: loss=5.9545, tf_ratio=1.000
Epoch 1 Step 16700: loss=5.4237, tf_ratio=1.000
Epoch 1 Step 16800: loss=5.6349, tf_ratio=1.000
Epoch 1 Step 16900: loss=5.6866, tf_ratio=1.000
Epoch 1 Step 17000: loss=5.1698, tf_ratio=1.000
Epoch 1 Step 17100: loss=5.4661, tf_ratio=1.000
Epoch 1 Step 17200: loss=5.4386, tf_ratio=1.000
Epoch 1 Step 17300: loss=5.3464, tf_ratio=1.000
Epoch 1 Step 17400: loss=4.7162, tf_ratio=1.000
Epoch 1 Step 17500: loss=5.8824, tf_ratio=1.000
Epoch 1 Step 17600: loss=5.4671, tf_ratio=1.000
Epoch 1 Step 17700: loss=5.5251, tf_ratio=1.000
Epoch 1 Step 17800: loss=4.9622, tf_ratio=1.000
Epoch 1 Step 17900: loss=5.7205, tf_ratio=1.000
Epoch 1 Step 18000: loss=5.3954, tf_ratio=1.000
Epoch 1 Step 18100: loss=5.9572, tf_ratio=1.000
Epoch 1 Step 18200: loss=5.7389, tf_ratio=1.000
Epoch 1 Step 18300: loss=5.3498, tf_ratio=1.000
Epoch 1 Step 18400: loss=5.4362, tf_ratio=1.000
Epoch 1 Step 18500: loss=6.1262, tf_ratio=1.000
Epoch 1 Step 18600: loss=5.1261, tf_ratio=1.000
Epoch 1 Step 18700: loss=5.5487, tf_ratio=1.000
Epoch 1 Step 18800: loss=5.7733, tf_ratio=1.000
Epoch 1 Step 18900: loss=5.4277, tf_ratio=1.000
Epoch 1 Step 19000: loss=5.5969, tf_ratio=1.000
Epoch 1 Step 19100: loss=5.6152, tf_ratio=1.000
Epoch 1 Step 19200: loss=5.6361, tf_ratio=1.000
Epoch 1 Step 19300: loss=5.2764, tf_ratio=1.000
Epoch 1 Step 19400: loss=5.7358, tf_ratio=1.000
Epoch 1 Step 19500: loss=5.5714, tf_ratio=1.000
Epoch 1 Step 19600: loss=5.3953, tf_ratio=1.000
Epoch 1 Step 19700: loss=5.4616, tf_ratio=1.000
Epoch 1 Step 19800: loss=5.7875, tf_ratio=1.000
Epoch 1 Step 19900: loss=5.8208, tf_ratio=1.000
Epoch 1 Step 20000: loss=5.2390, tf_ratio=1.000
Epoch 1 Step 20100: loss=5.5261, tf_ratio=1.000
Epoch 1 Step 20200: loss=5.6528, tf_ratio=1.000
Epoch 1 Step 20300: loss=5.7712, tf_ratio=1.000
Epoch 1 Step 20400: loss=5.4711, tf_ratio=1.000
Epoch 1 Step 20500: loss=5.7330, tf_ratio=1.000
Epoch 1 Step 20600: loss=5.2333, tf_ratio=1.000
Epoch 1 Step 20700: loss=5.3421, tf_ratio=1.000
Epoch 1 Step 20800: loss=5.3178, tf_ratio=1.000
Epoch 1 Step 20900: loss=5.1984, tf_ratio=1.000
Epoch 1 Step 21000: loss=5.4736, tf_ratio=1.000
Epoch 1 Step 21100: loss=5.1998, tf_ratio=1.000
Epoch 1 Step 21200: loss=5.5910, tf_ratio=1.000
Epoch 1 Step 21300: loss=5.5969, tf_ratio=1.000
Epoch 1 Step 21400: loss=5.4022, tf_ratio=1.000
Epoch 1 Step 21500: loss=5.3093, tf_ratio=1.000
Epoch 1 Step 21600: loss=5.4812, tf_ratio=1.000
Epoch 1 Step 21700: loss=5.2170, tf_ratio=1.000
Epoch 1 Step 21800: loss=5.8872, tf_ratio=1.000
Epoch 1 Step 21900: loss=5.2018, tf_ratio=1.000
Epoch 1 Step 22000: loss=5.9228, tf_ratio=1.000
Epoch 1 Step 22100: loss=6.0825, tf_ratio=1.000
Epoch 1 Step 22200: loss=5.4837, tf_ratio=1.000
Epoch 1 Step 22300: loss=5.5455, tf_ratio=1.000
Epoch 1 Step 22400: loss=5.3202, tf_ratio=1.000
Epoch 1 Step 22500: loss=5.5047, tf_ratio=1.000
Epoch 1 Step 22600: loss=5.1282, tf_ratio=1.000
Epoch 1 Step 22700: loss=5.7484, tf_ratio=1.000
Epoch 1 Step 22800: loss=5.6672, tf_ratio=1.000
Epoch 1 Step 22900: loss=5.7618, tf_ratio=1.000
Epoch 1 Step 23000: loss=5.6816, tf_ratio=1.000
Epoch 1 Step 23100: loss=5.7782, tf_ratio=1.000
Epoch 1 Step 23200: loss=5.2842, tf_ratio=1.000
Epoch 1 Step 23300: loss=5.6046, tf_ratio=1.000
Epoch 1 Step 23400: loss=5.5510, tf_ratio=1.000
Epoch 1 Step 23500: loss=5.2934, tf_ratio=1.000
Epoch 1 Step 23600: loss=5.5655, tf_ratio=1.000
Epoch 1 Step 23700: loss=5.4066, tf_ratio=1.000
Epoch 1 Step 23800: loss=5.8467, tf_ratio=1.000
Epoch 1 Step 23900: loss=5.6206, tf_ratio=1.000
Epoch 1 Step 24000: loss=5.5660, tf_ratio=1.000
Epoch 1 Step 24100: loss=5.3157, tf_ratio=1.000
Epoch 1 Step 24200: loss=5.5451, tf_ratio=1.000
Epoch 1 Step 24300: loss=5.0881, tf_ratio=1.000
Epoch 1 Step 24400: loss=5.6640, tf_ratio=1.000
Epoch 1 Step 24500: loss=5.4421, tf_ratio=1.000
Epoch 1 Step 24600: loss=5.5847, tf_ratio=1.000
Epoch 1 Step 24700: loss=5.3602, tf_ratio=1.000
Epoch 1 Step 24800: loss=6.0744, tf_ratio=1.000
Epoch 1 Step 24900: loss=5.1792, tf_ratio=1.000
Epoch 1 Step 25000: loss=5.3928, tf_ratio=1.000
Epoch 1 Step 25100: loss=5.2335, tf_ratio=1.000
Epoch 1 Step 25200: loss=5.7156, tf_ratio=1.000
Epoch 1 Step 25300: loss=5.1430, tf_ratio=1.000
Epoch 1 Step 25400: loss=5.7539, tf_ratio=1.000
Epoch 1 Step 25500: loss=5.2292, tf_ratio=1.000
Epoch 1 Step 25600: loss=5.5904, tf_ratio=1.000
Epoch 1 Step 25700: loss=5.5306, tf_ratio=1.000
Epoch 1 Step 25800: loss=5.3405, tf_ratio=1.000
Epoch 1 Step 25900: loss=5.5841, tf_ratio=1.000
Epoch 1 Step 26000: loss=5.5741, tf_ratio=1.000
Epoch 1 Step 26100: loss=5.3007, tf_ratio=1.000
Epoch 1 Step 26200: loss=5.8564, tf_ratio=1.000
Epoch 1 Step 26300: loss=5.9270, tf_ratio=1.000
Epoch 1 Step 26400: loss=5.5410, tf_ratio=1.000
Epoch 1 Step 26500: loss=5.4007, tf_ratio=1.000
Epoch 1 Step 26600: loss=5.5633, tf_ratio=1.000
Epoch 1 Step 26700: loss=5.5341, tf_ratio=1.000
Epoch 1 Step 26800: loss=5.5664, tf_ratio=1.000
Epoch 1 Step 26900: loss=5.3963, tf_ratio=1.000
Epoch 1 Step 27000: loss=5.6344, tf_ratio=1.000
Epoch 1 Step 27100: loss=6.1237, tf_ratio=1.000
Epoch 1 Step 27200: loss=5.0139, tf_ratio=1.000
Epoch 1 Step 27300: loss=5.5010, tf_ratio=1.000
Epoch 1 Step 27400: loss=5.6922, tf_ratio=1.000
Epoch 1 Step 27500: loss=5.6565, tf_ratio=1.000
Epoch 1 Step 27600: loss=5.2331, tf_ratio=1.000
Epoch 1 Step 27700: loss=5.3367, tf_ratio=1.000
Epoch 1 Step 27800: loss=5.5096, tf_ratio=1.000
Epoch 1 Step 27900: loss=5.6620, tf_ratio=1.000
Epoch 1 Step 28000: loss=5.4730, tf_ratio=1.000
Epoch 1 Step 28100: loss=5.5800, tf_ratio=1.000
Epoch 1 Step 28200: loss=5.4832, tf_ratio=1.000
Epoch 1 Step 28300: loss=5.4223, tf_ratio=1.000
Epoch 1 Step 28400: loss=5.3952, tf_ratio=1.000
Epoch 1 Step 28500: loss=5.6561, tf_ratio=1.000
Epoch 1 Step 28600: loss=6.0902, tf_ratio=1.000
Epoch 1 Step 28700: loss=5.4427, tf_ratio=1.000
Epoch 1 Step 28800: loss=5.4213, tf_ratio=1.000
Epoch 1 Step 28900: loss=5.3816, tf_ratio=1.000
Epoch 1 Step 29000: loss=5.1986, tf_ratio=1.000
Epoch 1 Step 29100: loss=5.5304, tf_ratio=1.000
Epoch 1 Step 29200: loss=5.2180, tf_ratio=1.000
Epoch 1 Step 29300: loss=6.0922, tf_ratio=1.000
Epoch 1 Step 29400: loss=5.2058, tf_ratio=1.000
Epoch 1 Step 29500: loss=5.5831, tf_ratio=1.000
Epoch 1 Step 29600: loss=5.6151, tf_ratio=1.000
Epoch 1 Step 29700: loss=5.3364, tf_ratio=1.000
Epoch 1 Step 29800: loss=6.0062, tf_ratio=1.000
Epoch 1 Step 29900: loss=5.3122, tf_ratio=1.000
Epoch 1 Step 30000: loss=4.9214, tf_ratio=1.000
Epoch 1 Step 30100: loss=5.5291, tf_ratio=1.000
Epoch 1 Step 30200: loss=5.7855, tf_ratio=1.000
Epoch 1 Step 30300: loss=5.2095, tf_ratio=1.000
Epoch 1 Step 30400: loss=5.5377, tf_ratio=1.000
Epoch 1 Step 30500: loss=5.4489, tf_ratio=1.000
Epoch 1 Step 30600: loss=5.4135, tf_ratio=1.000
Epoch 1 Step 30700: loss=5.1391, tf_ratio=1.000
Epoch 1 Step 30800: loss=5.3457, tf_ratio=1.000
Epoch 1 Step 30900: loss=5.5219, tf_ratio=1.000
Epoch 1 Step 31000: loss=5.3085, tf_ratio=1.000
Epoch 1 Step 31100: loss=5.1370, tf_ratio=1.000
Epoch 1 Step 31200: loss=5.2349, tf_ratio=1.000
Epoch 1 Step 31300: loss=5.2249, tf_ratio=1.000
Epoch 1 Step 31400: loss=5.5722, tf_ratio=1.000
Epoch 1 Step 31500: loss=6.2409, tf_ratio=1.000
Epoch 1 Step 31600: loss=6.2519, tf_ratio=1.000
Epoch 1 Step 31700: loss=5.2958, tf_ratio=1.000
Epoch 1 Step 31800: loss=5.0825, tf_ratio=1.000
Epoch 1 Step 31900: loss=5.2639, tf_ratio=1.000
Epoch 1 Step 32000: loss=5.6860, tf_ratio=1.000
Epoch 1 Step 32100: loss=5.7291, tf_ratio=1.000
Epoch 1 Step 32200: loss=5.4572, tf_ratio=1.000
Epoch 1 Step 32300: loss=5.0381, tf_ratio=1.000
Epoch 1 Step 32400: loss=5.4563, tf_ratio=1.000
Epoch 1 Step 32500: loss=5.9525, tf_ratio=1.000
Epoch 1 Step 32600: loss=5.6373, tf_ratio=1.000
Epoch 1 Step 32700: loss=5.6415, tf_ratio=1.000
Epoch 1 Step 32800: loss=5.3557, tf_ratio=1.000
Epoch 1 Step 32900: loss=6.0590, tf_ratio=1.000
Epoch 1 Step 33000: loss=5.8874, tf_ratio=1.000
Epoch 1 Step 33100: loss=5.6325, tf_ratio=1.000
Epoch 1 Step 33200: loss=5.4349, tf_ratio=1.000
Epoch 1 Step 33300: loss=5.0712, tf_ratio=1.000
Epoch 1 Step 33400: loss=5.1199, tf_ratio=1.000
Epoch 1 Step 33500: loss=5.9232, tf_ratio=1.000
Epoch 1 Step 33600: loss=4.9941, tf_ratio=1.000
Epoch 1 Step 33700: loss=5.6549, tf_ratio=1.000
Epoch 1 Step 33800: loss=5.9686, tf_ratio=1.000
Epoch 1 Step 33900: loss=5.4662, tf_ratio=1.000
Epoch 1 Step 34000: loss=5.3355, tf_ratio=1.000
Epoch 1 Step 34100: loss=5.6518, tf_ratio=1.000
Epoch 1 Step 34200: loss=5.7651, tf_ratio=1.000
Epoch 1 Step 34300: loss=5.1967, tf_ratio=1.000
Epoch 1 Step 34400: loss=5.5804, tf_ratio=1.000
Epoch 1 Step 34500: loss=5.7069, tf_ratio=1.000
Epoch 1 Step 34600: loss=5.2484, tf_ratio=1.000
Epoch 1 Step 34700: loss=4.9657, tf_ratio=1.000
Epoch 1 Step 34800: loss=5.5555, tf_ratio=1.000
Epoch 1 Step 34900: loss=5.8396, tf_ratio=1.000
Epoch 1 Step 35000: loss=4.9541, tf_ratio=1.000
Epoch 1 Step 35100: loss=5.7201, tf_ratio=1.000
Epoch 1 Step 35200: loss=5.8414, tf_ratio=1.000
Epoch 1 Step 35300: loss=5.3297, tf_ratio=1.000
Epoch 1 Step 35400: loss=5.8840, tf_ratio=1.000
Epoch 1 Step 35500: loss=5.2497, tf_ratio=1.000
Epoch 1 Step 35600: loss=5.2272, tf_ratio=1.000
Epoch 1 Step 35700: loss=5.3574, tf_ratio=1.000
Epoch 1 Step 35800: loss=5.6287, tf_ratio=1.000
Epoch 1 Step 35900: loss=5.4596, tf_ratio=1.000
Epoch 1 Step 36000: loss=5.4349, tf_ratio=1.000
Epoch 1 Step 36100: loss=4.9193, tf_ratio=1.000
Epoch 1 Step 36200: loss=6.0429, tf_ratio=1.000
Epoch 1 Step 36300: loss=5.6380, tf_ratio=1.000
Epoch 1 Step 36400: loss=5.2397, tf_ratio=1.000
Epoch 1 Step 36500: loss=5.5282, tf_ratio=1.000
Epoch 1 Step 36600: loss=6.2213, tf_ratio=1.000
Epoch 1 Step 36700: loss=5.6663, tf_ratio=1.000
Epoch 1 Step 36800: loss=5.4138, tf_ratio=1.000
Epoch 1 Step 36900: loss=5.0730, tf_ratio=1.000
Epoch 1 Step 37000: loss=5.0914, tf_ratio=1.000
Epoch 1 Step 37100: loss=5.6848, tf_ratio=1.000
Epoch 1 Step 37200: loss=5.3211, tf_ratio=1.000
Epoch 1 Step 37300: loss=5.2134, tf_ratio=1.000
Epoch 1 Step 37400: loss=4.9331, tf_ratio=1.000
Epoch 1 Step 37500: loss=4.9904, tf_ratio=1.000
Epoch 1 Step 37600: loss=5.7247, tf_ratio=1.000
Epoch 1 Step 37700: loss=5.1923, tf_ratio=1.000
Epoch 1 Step 37800: loss=5.7651, tf_ratio=1.000
Epoch 1 Step 37900: loss=5.9600, tf_ratio=1.000
Epoch 1 Step 38000: loss=4.5296, tf_ratio=1.000
Epoch 1 Step 38100: loss=5.2998, tf_ratio=1.000
Epoch 1 Step 38200: loss=5.5862, tf_ratio=1.000
Epoch 1 Step 38300: loss=5.4950, tf_ratio=1.000
Epoch 1 Step 38400: loss=5.3567, tf_ratio=1.000
Epoch 1 Step 38500: loss=5.5889, tf_ratio=1.000
Epoch 1 Step 38600: loss=5.5145, tf_ratio=1.000
Epoch 1 Step 38700: loss=5.1728, tf_ratio=1.000
Epoch 1 Step 38800: loss=6.0112, tf_ratio=1.000
Epoch 1 Step 38900: loss=4.8449, tf_ratio=1.000
Epoch 1 Step 39000: loss=4.8967, tf_ratio=1.000
Epoch 1 Step 39100: loss=5.4553, tf_ratio=1.000
Epoch 1 Step 39200: loss=5.6927, tf_ratio=1.000
Epoch 1 Step 39300: loss=5.4516, tf_ratio=1.000
Epoch 1 Step 39400: loss=5.6615, tf_ratio=1.000
Epoch 1 Step 39500: loss=5.5204, tf_ratio=1.000
Epoch 1 Step 39600: loss=5.2865, tf_ratio=1.000
Epoch 1 Step 39700: loss=4.8436, tf_ratio=1.000
Epoch 1 Step 39800: loss=5.6999, tf_ratio=1.000
Epoch 1 Step 39900: loss=5.4064, tf_ratio=1.000
Epoch 1 Step 40000: loss=5.3269, tf_ratio=1.000
Epoch 1 Step 40100: loss=4.9492, tf_ratio=1.000
Epoch 1 Step 40200: loss=5.7838, tf_ratio=1.000
Epoch 1 Step 40300: loss=5.0008, tf_ratio=1.000
Epoch 1 Step 40400: loss=5.3088, tf_ratio=1.000
Epoch 1 Step 40500: loss=4.4908, tf_ratio=1.000
Epoch 1 Step 40600: loss=5.3332, tf_ratio=1.000
Epoch 1 Step 40700: loss=5.7611, tf_ratio=1.000
Epoch 1 Step 40800: loss=5.4534, tf_ratio=1.000
Epoch 1 Step 40900: loss=5.8103, tf_ratio=1.000
Epoch 1 Step 41000: loss=5.4350, tf_ratio=1.000
Epoch 1 Step 41100: loss=5.4482, tf_ratio=1.000
Epoch 1 Step 41200: loss=5.4951, tf_ratio=1.000
Epoch 1 Step 41300: loss=5.6786, tf_ratio=1.000
Epoch 1 Step 41400: loss=5.1973, tf_ratio=1.000
Epoch 1 Step 41500: loss=5.3022, tf_ratio=1.000
Epoch 1 Step 41600: loss=5.4187, tf_ratio=1.000
Epoch 1 Step 41700: loss=5.3137, tf_ratio=1.000
Epoch 1 Step 41800: loss=4.7946, tf_ratio=1.000
Epoch 1 Step 41900: loss=4.9579, tf_ratio=1.000
Epoch 1 Step 42000: loss=5.4661, tf_ratio=1.000
Epoch 1 Step 42100: loss=4.9589, tf_ratio=1.000
Epoch 1 Step 42200: loss=5.2282, tf_ratio=1.000
Epoch 1 Step 42300: loss=4.9365, tf_ratio=1.000
Epoch 1 Step 42400: loss=5.1455, tf_ratio=1.000
Epoch 1 Step 42500: loss=6.1188, tf_ratio=1.000
Epoch 1 Step 42600: loss=5.5312, tf_ratio=1.000
Epoch 1 Step 42700: loss=5.3046, tf_ratio=1.000
Epoch 1 Step 42800: loss=5.5898, tf_ratio=1.000
Epoch 1 Step 42900: loss=5.2734, tf_ratio=1.000
Epoch 1 Step 43000: loss=5.6065, tf_ratio=1.000
